'Elapsed time','FECG','UC'
'hh:mm:ss.mmm','mV','mV'
'0:48.760',4.820,-10.240
'0:48.762',4.830,-10.240
'0:48.764',4.845,-10.240
'0:48.766',4.835,-10.240
'0:48.768',4.835,-10.240
'0:48.770',4.835,-10.240
'0:48.772',4.840,-10.240
'0:48.774',4.820,-10.240
'0:48.776',4.815,-10.240
'0:48.778',4.825,-10.240
'0:48.780',4.835,-10.240
'0:48.782',4.830,-10.240
'0:48.784',4.840,-10.240
'0:48.786',4.840,-10.240
'0:48.788',4.845,-10.240
'0:48.790',4.830,-10.240
'0:48.792',4.820,-10.240
'0:48.794',4.820,-10.240
'0:48.796',4.820,-10.240
'0:48.798',4.835,-10.240
'0:48.800',4.835,-10.240
'0:48.802',4.835,-10.240
'0:48.804',4.850,-10.240
'0:48.806',4.845,-10.240
'0:48.808',4.830,-10.240
'0:48.810',4.825,-10.240
'0:48.812',4.815,-10.240
'0:48.814',4.830,-10.240
'0:48.816',4.825,-10.240
'0:48.818',4.825,-10.240
'0:48.820',4.840,-10.240
'0:48.822',4.840,-10.240
'0:48.824',4.835,-10.240
'0:48.826',4.830,-10.240
'0:48.828',4.830,-10.240
'0:48.830',4.835,-10.240
'0:48.832',4.815,-10.240
'0:48.834',4.835,-10.240
'0:48.836',4.830,-10.240
'0:48.838',4.835,-10.240
'0:48.840',4.830,-10.240
'0:48.842',4.845,-10.240
'0:48.844',4.840,-10.240
'0:48.846',4.835,-10.240
'0:48.848',4.820,-10.240
'0:48.850',4.825,-10.240
'0:48.852',4.835,-10.240
'0:48.854',4.830,-10.240
'0:48.856',4.825,-10.240
'0:48.858',4.840,-10.240
'0:48.860',4.835,-10.240
'0:48.862',4.825,-10.240
'0:48.864',4.830,-10.240
'0:48.866',4.830,-10.240
'0:48.868',4.835,-10.240
'0:48.870',4.835,-10.240
'0:48.872',4.820,-10.240
'0:48.874',4.850,-10.240
'0:48.876',4.835,-10.240
'0:48.878',4.815,-10.240
'0:48.880',4.825,-10.240
'0:48.882',4.835,-10.240
'0:48.884',4.835,-10.240
'0:48.886',4.830,-10.240
'0:48.888',4.840,-10.240
'0:48.890',4.840,-10.240
'0:48.892',4.830,-10.240
'0:48.894',4.820,-10.240
'0:48.896',4.820,-10.240
'0:48.898',4.825,-10.240
'0:48.900',4.830,-10.240
'0:48.902',4.830,-10.240
'0:48.904',4.850,-10.240
'0:48.906',4.840,-10.240
'0:48.908',4.835,-10.240
'0:48.910',4.830,-10.240
'0:48.912',4.820,-10.240
'0:48.914',4.830,-10.240
'0:48.916',4.815,-10.240
'0:48.918',4.830,-10.240
'0:48.920',4.840,-10.240
'0:48.922',4.835,-10.240
'0:48.924',4.830,-10.240
'0:48.926',4.835,-10.240
'0:48.928',4.845,-10.240
'0:48.930',4.855,-10.240
'0:48.932',4.825,-10.240
'0:48.934',4.820,-10.240
'0:48.936',4.825,-10.240
'0:48.938',4.820,-10.240
'0:48.940',4.820,-10.240
'0:48.942',4.825,-10.240
'0:48.944',4.845,-10.240
'0:48.946',4.845,-10.240
'0:48.948',4.835,-10.240
'0:48.950',4.830,-10.240
'0:48.952',4.835,-10.240
'0:48.954',4.820,-10.240
'0:48.956',4.810,-10.240
'0:48.958',4.825,-10.240
'0:48.960',4.830,-10.240
'0:48.962',4.835,-10.240
'0:48.964',4.835,-10.240
'0:48.966',4.835,-10.240
'0:48.968',4.860,-10.240
'0:48.970',4.835,-10.240
'0:48.972',4.815,-10.240
'0:48.974',4.805,-10.240
'0:48.976',4.810,-10.240
'0:48.978',4.820,-10.240
'0:48.980',4.830,-10.240
'0:48.982',4.830,-10.240
'0:48.984',4.835,-10.240
'0:48.986',4.845,-10.240
'0:48.988',4.835,-10.240
'0:48.990',4.825,-10.240
'0:48.992',4.810,-10.240
'0:48.994',4.815,-10.240
'0:48.996',4.820,-10.240
'0:48.998',4.835,-10.240
'0:49.000',4.835,-10.240
'0:49.002',4.835,-10.240
'0:49.004',4.845,-10.240
'0:49.006',4.840,-10.240
'0:49.008',4.820,-10.240
'0:49.010',4.825,-10.240
'0:49.012',4.810,-10.240
'0:49.014',4.835,-10.240
'0:49.016',4.830,-10.240
'0:49.018',4.840,-10.240
'0:49.020',4.840,-10.240
'0:49.022',4.835,-10.240
'0:49.024',4.835,-10.240
'0:49.026',4.815,-10.240
'0:49.028',4.825,-10.240
'0:49.030',4.820,-10.240
'0:49.032',4.825,-10.240
'0:49.034',4.845,-10.240
'0:49.036',4.840,-10.240
'0:49.038',4.835,-10.240
'0:49.040',4.820,-10.240
'0:49.042',4.815,-10.240
'0:49.044',4.805,-10.240
'0:49.046',4.830,-10.240
'0:49.048',4.835,-10.240
'0:49.050',4.830,-10.240
'0:49.052',4.855,-10.240
'0:49.054',4.845,-10.240
'0:49.056',4.820,-10.240
'0:49.058',4.815,-10.240
'0:49.060',4.815,-10.240
'0:49.062',4.835,-10.240
'0:49.064',4.840,-10.240
'0:49.066',4.840,-10.240
'0:49.068',4.840,-10.240
'0:49.070',4.840,-10.240
'0:49.072',4.820,-10.240
'0:49.074',4.805,-10.240
'0:49.076',4.815,-10.240
'0:49.078',4.825,-10.240
'0:49.080',4.845,-10.240
'0:49.082',4.845,-10.240
'0:49.084',4.835,-10.240
'0:49.086',4.845,-10.240
'0:49.088',4.820,-10.240
'0:49.090',4.810,-10.240
'0:49.092',4.820,-10.240
'0:49.094',4.825,-10.240
'0:49.096',4.840,-10.240
'0:49.098',4.840,-10.240
'0:49.100',4.835,-10.240
'0:49.102',4.855,-10.240
'0:49.104',4.835,-10.240
'0:49.106',4.815,-10.240
'0:49.108',4.810,-10.240
'0:49.110',4.810,-10.240
'0:49.112',4.830,-10.240
'0:49.114',4.830,-10.240
'0:49.116',4.830,-10.240
'0:49.118',4.840,-10.240
'0:49.120',4.850,-10.240
'0:49.122',4.835,-10.240
'0:49.124',4.820,-10.240
'0:49.126',4.820,-10.240
'0:49.128',4.815,-10.240
'0:49.130',4.835,-10.240
'0:49.132',4.825,-10.240
'0:49.134',4.830,-10.240
'0:49.136',4.850,-10.240
'0:49.138',4.830,-10.240
'0:49.140',4.840,-10.240
'0:49.142',4.835,-10.240
'0:49.144',4.825,-10.240
'0:49.146',4.840,-10.240
'0:49.148',4.820,-10.240
'0:49.150',4.820,-10.240
'0:49.152',4.830,-10.240
'0:49.154',4.830,-10.240
'0:49.156',4.830,-10.240
'0:49.158',4.820,-10.240
'0:49.160',4.835,-10.240
'0:49.162',4.855,-10.240
'0:49.164',4.850,-10.240
'0:49.166',4.830,-10.240
'0:49.168',4.820,-10.240
'0:49.170',4.820,-10.240
'0:49.172',4.815,-10.240
'0:49.174',4.825,-10.240
'0:49.176',4.825,-10.240
'0:49.178',4.830,-10.240
'0:49.180',4.860,-10.240
'0:49.182',4.850,-10.240
'0:49.184',4.840,-10.240
'0:49.186',4.830,-10.240
'0:49.188',4.810,-10.240
'0:49.190',4.820,-10.240
'0:49.192',4.815,-10.240
'0:49.194',4.810,-10.240
'0:49.196',4.845,-10.240
'0:49.198',4.840,-10.240
'0:49.200',4.840,-10.240
'0:49.202',4.835,-10.240
'0:49.204',4.840,-10.240
'0:49.206',4.840,-10.240
'0:49.208',4.815,-10.240
'0:49.210',4.805,-10.240
'0:49.212',4.830,-10.240
'0:49.214',4.835,-10.240
'0:49.216',4.840,-10.240
'0:49.218',4.835,-10.240
'0:49.220',4.840,-10.240
'0:49.222',4.850,-10.240
'0:49.224',4.830,-10.240
'0:49.226',4.815,-10.240
'0:49.228',4.825,-10.240
'0:49.230',4.825,-10.240
'0:49.232',4.830,-10.240
'0:49.234',4.830,-10.240
'0:49.236',4.845,-10.240
'0:49.238',4.850,-10.240
'0:49.240',4.840,-10.240
'0:49.242',4.830,-10.240
'0:49.244',4.830,-10.240
'0:49.246',4.820,-10.240
'0:49.248',4.830,-10.240
'0:49.250',4.835,-10.240
'0:49.252',4.830,-10.240
'0:49.254',4.855,-10.240
'0:49.256',4.840,-10.240
'0:49.258',4.825,-10.240
'0:49.260',4.835,-10.240
'0:49.262',4.835,-10.240
'0:49.264',4.820,-10.240
'0:49.266',4.820,-10.240
'0:49.268',4.835,-10.240
'0:49.270',4.845,-10.240
'0:49.272',4.835,-10.240
'0:49.274',4.830,-10.240
'0:49.276',4.830,-10.240
'0:49.278',4.820,-10.240
'0:49.280',4.840,-10.240
'0:49.282',4.825,-10.240
'0:49.284',4.835,-10.240
'0:49.286',4.835,-10.240
'0:49.288',4.840,-10.240
'0:49.290',4.840,-10.240
'0:49.292',4.810,-10.240
'0:49.294',4.820,-10.240
'0:49.296',4.825,-10.240
'0:49.298',4.835,-10.240
'0:49.300',4.835,-10.240
'0:49.302',4.840,-10.240
'0:49.304',4.855,-10.240
'0:49.306',4.830,-10.240
'0:49.308',4.810,-10.240
'0:49.310',4.815,-10.240
'0:49.312',4.820,-10.240
'0:49.314',4.840,-10.240
'0:49.316',4.830,-10.240
'0:49.318',4.845,-10.240
'0:49.320',4.850,-10.240
'0:49.322',4.820,-10.240
'0:49.324',4.810,-10.240
'0:49.326',4.815,-10.240
'0:49.328',4.820,-10.240
'0:49.330',4.835,-10.240
'0:49.332',4.830,-10.240
'0:49.334',4.845,-10.240
'0:49.336',4.855,-10.240
'0:49.338',4.825,-10.240
'0:49.340',4.820,-10.240
'0:49.342',4.810,-10.240
'0:49.344',4.825,-10.240
'0:49.346',4.820,-10.240
'0:49.348',4.825,-10.240
'0:49.350',4.850,-10.240
'0:49.352',4.845,-10.240
'0:49.354',4.835,-10.240
'0:49.356',4.835,-10.240
'0:49.358',4.825,-10.240
'0:49.360',4.835,-10.240
'0:49.362',4.820,-10.240
'0:49.364',4.820,-10.240
'0:49.366',4.830,-10.240
'0:49.368',4.835,-10.240
'0:49.370',4.835,-10.240
'0:49.372',4.830,-10.240
'0:49.374',4.830,-10.240
'0:49.376',4.850,-10.240
'0:49.378',4.835,-10.240
'0:49.380',4.830,-10.240
'0:49.382',4.820,-10.240
'0:49.384',4.825,-10.240
'0:49.386',4.825,-10.240
'0:49.388',4.820,-10.240
'0:49.390',4.820,-10.240
'0:49.392',4.835,-10.240
'0:49.394',4.840,-10.240
'0:49.396',4.845,-10.240
'0:49.398',4.835,-10.240
'0:49.400',4.830,-10.240
'0:49.402',4.815,-10.240
'0:49.404',4.805,-10.240
'0:49.406',4.835,-10.240
'0:49.408',4.830,-10.240
'0:49.410',4.830,-10.240
'0:49.412',4.830,-10.240
'0:49.414',4.845,-10.240
'0:49.416',4.845,-10.240
'0:49.418',4.825,-10.240
'0:49.420',4.820,-10.240
'0:49.422',4.810,-10.240
'0:49.424',4.825,-10.240
'0:49.426',4.820,-10.240
'0:49.428',4.825,-10.240
'0:49.430',4.860,-10.240
'0:49.432',4.860,-10.240
'0:49.434',4.835,-10.240
'0:49.436',4.835,-10.240
'0:49.438',4.815,-10.240
'0:49.440',4.825,-10.240
'0:49.442',4.810,-10.240
'0:49.444',4.815,-10.240
'0:49.446',4.840,-10.240
'0:49.448',4.840,-10.240
'0:49.450',4.840,-10.240
'0:49.452',4.835,-10.240
'0:49.454',4.820,-10.240
'0:49.456',4.830,-10.240
'0:49.458',4.810,-10.240
'0:49.460',4.810,-10.240
'0:49.462',4.840,-10.240
'0:49.464',4.840,-10.240
'0:49.466',4.840,-10.240
'0:49.468',4.835,-10.240
'0:49.470',4.830,-10.240
'0:49.472',4.815,-10.240
'0:49.474',4.805,-10.240
'0:49.476',4.825,-10.240
'0:49.478',4.840,-10.240
'0:49.480',4.850,-10.240
'0:49.482',4.835,-10.240
'0:49.484',4.835,-10.240
'0:49.486',4.830,-10.240
'0:49.488',4.815,-10.240
'0:49.490',4.810,-10.240
'0:49.492',4.835,-10.240
'0:49.494',4.840,-10.240
'0:49.496',4.845,-10.240
'0:49.498',4.840,-10.240
'0:49.500',4.830,-10.240
'0:49.502',4.835,-10.240
'0:49.504',4.820,-10.240
'0:49.506',4.820,-10.240
'0:49.508',4.835,-10.240
'0:49.510',4.845,-10.240
'0:49.512',4.840,-10.240
'0:49.514',4.835,-10.240
'0:49.516',4.825,-10.240
'0:49.518',4.825,-10.240
'0:49.520',4.830,-10.240
'0:49.522',4.815,-10.240
'0:49.524',4.830,-10.240
'0:49.526',4.840,-10.240
'0:49.528',4.840,-10.240
'0:49.530',4.835,-10.240
'0:49.532',4.825,-10.240
'0:49.534',4.810,-10.240
'0:49.536',4.820,-10.240
'0:49.538',4.820,-10.240
'0:49.540',4.825,-10.240
'0:49.542',4.840,-10.240
'0:49.544',4.840,-10.240
'0:49.546',4.840,-10.240
'0:49.548',4.835,-10.240
'0:49.550',4.830,-10.240
'0:49.552',4.830,-10.240
'0:49.554',4.815,-10.240
'0:49.556',4.810,-10.240
'0:49.558',4.835,-10.240
'0:49.560',4.830,-10.240
'0:49.562',4.835,-10.240
'0:49.564',4.835,-10.240
'0:49.566',4.840,-10.240
'0:49.568',4.845,-10.240
'0:49.570',4.830,-10.240
'0:49.572',4.810,-10.240
'0:49.574',4.820,-10.240
'0:49.576',4.815,-10.240
'0:49.578',4.835,-10.240
'0:49.580',4.840,-10.240
'0:49.582',4.835,-10.240
'0:49.584',4.855,-10.240
'0:49.586',4.845,-10.240
'0:49.588',4.825,-10.240
'0:49.590',4.810,-10.240
'0:49.592',4.815,-10.240
'0:49.594',4.820,-10.240
'0:49.596',4.835,-10.240
'0:49.598',4.830,-10.240
'0:49.600',4.830,-10.240
'0:49.602',4.860,-10.240
'0:49.604',4.845,-10.240
'0:49.606',4.825,-10.240
'0:49.608',4.815,-10.240
'0:49.610',4.810,-10.240
'0:49.612',4.820,-10.240
'0:49.614',4.840,-10.240
'0:49.616',4.830,-10.240
'0:49.618',4.855,-10.240
'0:49.620',4.845,-10.240
'0:49.622',4.830,-10.240
'0:49.624',4.820,-10.240
'0:49.626',4.815,-10.240
'0:49.628',4.815,-10.240
'0:49.630',4.835,-10.240
'0:49.632',4.855,-10.240
'0:49.634',4.850,-10.240
'0:49.636',4.840,-10.240
'0:49.638',4.815,-10.240
'0:49.640',4.810,-10.240
'0:49.642',4.825,-10.240
'0:49.644',4.825,-10.240
'0:49.646',4.835,-10.240
'0:49.648',4.845,-10.240
'0:49.650',4.855,-10.240
'0:49.652',4.830,-10.240
'0:49.654',4.815,-10.240
'0:49.656',4.815,-10.240
'0:49.658',4.825,-10.240
'0:49.660',4.835,-10.240
'0:49.662',4.830,-10.240
'0:49.664',4.840,-10.240
'0:49.666',4.825,-10.240
'0:49.668',4.835,-10.240
'0:49.670',4.815,-10.240
'0:49.672',4.800,-10.240
'0:49.674',4.825,-10.240
'0:49.676',4.830,-10.240
'0:49.678',4.835,-10.240
'0:49.680',4.835,-10.240
'0:49.682',4.845,-10.240
'0:49.684',4.850,-10.240
'0:49.686',4.835,-10.240
'0:49.688',4.810,-10.240
'0:49.690',4.820,-10.240
'0:49.692',4.810,-10.240
'0:49.694',4.825,-10.240
'0:49.696',4.830,-10.240
'0:49.698',4.830,-10.240
'0:49.700',4.845,-10.240
'0:49.702',4.855,-10.240
'0:49.704',4.840,-10.240
'0:49.706',4.825,-10.240
'0:49.708',4.815,-10.240
'0:49.710',4.815,-10.240
'0:49.712',4.825,-10.240
'0:49.714',4.835,-10.240
'0:49.716',4.830,-10.240
'0:49.718',4.830,-10.240
'0:49.720',4.845,-10.240
'0:49.722',4.840,-10.240
'0:49.724',4.835,-10.240
'0:49.726',4.825,-10.240
'0:49.728',4.815,-10.240
'0:49.730',4.835,-10.240
'0:49.732',4.815,-10.240
'0:49.734',4.815,-10.240
'0:49.736',4.840,-10.240
'0:49.738',4.835,-10.240
'0:49.740',4.835,-10.240
'0:49.742',4.830,-10.240
'0:49.744',4.840,-10.240
'0:49.746',4.845,-10.240
'0:49.748',4.825,-10.240
'0:49.750',4.815,-10.240
'0:49.752',4.820,-10.240
'0:49.754',4.825,-10.240
'0:49.756',4.825,-10.240
'0:49.758',4.825,-10.240
'0:49.760',4.820,-10.240
'0:49.762',4.850,-10.240
'0:49.764',4.845,-10.240
'0:49.766',4.835,-10.240
'0:49.768',4.825,-10.240
'0:49.770',4.815,-10.240
'0:49.772',4.810,-10.240
'0:49.774',4.820,-10.240
'0:49.776',4.815,-10.240
'0:49.778',4.845,-10.240
'0:49.780',4.855,-10.240
'0:49.782',4.845,-10.240
'0:49.784',4.830,-10.240
'0:49.786',4.830,-10.240
'0:49.788',4.815,-10.240
'0:49.790',4.805,-10.240
'0:49.792',4.815,-10.240
'0:49.794',4.830,-10.240
'0:49.796',4.845,-10.240
'0:49.798',4.845,-10.240
'0:49.800',4.830,-10.240
'0:49.802',4.835,-10.240
'0:49.804',4.835,-10.240
'0:49.806',4.815,-10.240
'0:49.808',4.805,-10.240
'0:49.810',4.820,-10.240
'0:49.812',4.850,-10.240
'0:49.814',4.850,-10.240
'0:49.816',4.835,-10.240
'0:49.818',4.825,-10.240
'0:49.820',4.810,-10.240
'0:49.822',4.820,-10.240
'0:49.824',4.830,-10.240
'0:49.826',4.830,-10.240
'0:49.828',4.840,-10.240
'0:49.830',4.855,-10.240
'0:49.832',4.825,-10.240
'0:49.834',4.815,-10.240
'0:49.836',4.830,-10.240
'0:49.838',4.830,-10.240
'0:49.840',4.825,-10.240
'0:49.842',4.835,-10.240
'0:49.844',4.835,-10.240
'0:49.846',4.830,-10.240
'0:49.848',4.830,-10.240
'0:49.850',4.820,-10.240
'0:49.852',4.820,-10.240
'0:49.854',4.840,-10.240
'0:49.856',4.840,-10.240
'0:49.858',4.830,-10.240
'0:49.860',4.830,-10.240
'0:49.862',4.830,-10.240
'0:49.864',4.840,-10.240
'0:49.866',4.825,-10.240
'0:49.868',4.815,-10.240
'0:49.870',4.825,-10.240
'0:49.872',4.820,-10.240
'0:49.874',4.830,-10.240
'0:49.876',4.825,-10.240
'0:49.878',4.825,-10.240
'0:49.880',4.850,-10.240
'0:49.882',4.850,-10.240
'0:49.884',4.825,-10.240
'0:49.886',4.815,-10.240
'0:49.888',4.805,-10.240
'0:49.890',4.815,-10.240
'0:49.892',4.825,-10.240
'0:49.894',4.825,-10.240
'0:49.896',4.830,-10.240
'0:49.898',4.860,-10.240
'0:49.900',4.845,-10.240
'0:49.902',4.840,-10.240
'0:49.904',4.820,-10.240
'0:49.906',4.820,-10.240
'0:49.908',4.815,-10.240
'0:49.910',4.825,-10.240
'0:49.912',4.820,-10.240
'0:49.914',4.835,-10.240
'0:49.916',4.850,-10.240
'0:49.918',4.840,-10.240
'0:49.920',4.840,-10.240
'0:49.922',4.830,-10.240
'0:49.924',4.835,-10.240
'0:49.926',4.825,-10.240
'0:49.928',4.810,-10.240
'0:49.930',4.825,-10.240
'0:49.932',4.835,-10.240
'0:49.934',4.835,-10.240
'0:49.936',4.835,-10.240
'0:49.938',4.825,-10.240
'0:49.940',4.830,-10.240
'0:49.942',4.840,-10.240
'0:49.944',4.835,-10.240
'0:49.946',4.825,-10.240
'0:49.948',4.815,-10.240
'0:49.950',4.820,-10.240
'0:49.952',4.830,-10.240
'0:49.954',4.825,-10.240
'0:49.956',4.840,-10.240
'0:49.958',4.840,-10.240
'0:49.960',4.835,-10.240
'0:49.962',4.835,-10.240
'0:49.964',4.830,-10.240
'0:49.966',4.830,-10.240
'0:49.968',4.820,-10.240
'0:49.970',4.810,-10.240
'0:49.972',4.815,-10.240
'0:49.974',4.830,-10.240
'0:49.976',4.825,-10.240
'0:49.978',4.835,-10.240
'0:49.980',4.860,-10.240
'0:49.982',4.850,-10.240
'0:49.984',4.835,-10.240
'0:49.986',4.820,-10.240
'0:49.988',4.805,-10.240
'0:49.990',4.825,-10.240
'0:49.992',4.820,-10.240
'0:49.994',4.820,-10.240
'0:49.996',4.850,-10.240
'0:49.998',4.850,-10.240
'0:50.000',4.850,-10.240
'0:50.002',4.825,-10.240
'0:50.004',4.815,-10.240
'0:50.006',4.825,-10.240
'0:50.008',4.825,-10.240
'0:50.010',4.825,-10.240
'0:50.012',4.845,-10.240
'0:50.014',4.845,-10.240
'0:50.016',4.845,-10.240
'0:50.018',4.845,-10.240
'0:50.020',4.825,-10.240
'0:50.022',4.825,-10.240
'0:50.024',4.805,-10.240
'0:50.026',4.815,-10.240
'0:50.028',4.845,-10.240
'0:50.030',4.850,-10.240
'0:50.032',4.845,-10.240
'0:50.034',4.835,-10.240
'0:50.036',4.840,-10.240
'0:50.038',4.810,-10.240
'0:50.040',4.810,-10.240
'0:50.042',4.815,-10.240
'0:50.044',4.830,-10.240
'0:50.046',4.845,-10.240
'0:50.048',4.845,-10.240
'0:50.050',4.840,-10.240
'0:50.052',4.845,-10.240
'0:50.054',4.830,-10.240
'0:50.056',4.815,-10.240
'0:50.058',4.810,-10.240
'0:50.060',4.835,-10.240
'0:50.062',4.835,-10.240
'0:50.064',4.845,-10.240
'0:50.066',4.840,-10.240
'0:50.068',4.835,-10.240
'0:50.070',4.845,-10.240
'0:50.072',4.820,-10.240
'0:50.074',4.805,-10.240
'0:50.076',4.820,-10.240
'0:50.078',4.825,-10.240
'0:50.080',4.840,-10.240
'0:50.082',4.835,-10.240
'0:50.084',4.845,-10.240
'0:50.086',4.850,-10.240
'0:50.088',4.825,-10.240
'0:50.090',4.815,-10.240
'0:50.092',4.810,-10.240
'0:50.094',4.825,-10.240
'0:50.096',4.830,-10.240
'0:50.098',4.830,-10.240
'0:50.100',4.835,-10.240
'0:50.102',4.850,-10.240
'0:50.104',4.840,-10.240
'0:50.106',4.835,-10.240
'0:50.108',4.820,-10.240
'0:50.110',4.810,-10.240
'0:50.112',4.825,-10.240
'0:50.114',4.815,-10.240
'0:50.116',4.825,-10.240
'0:50.118',4.835,-10.240
'0:50.120',4.845,-10.240
'0:50.122',4.835,-10.240
'0:50.124',4.840,-10.240
'0:50.126',4.825,-10.240
'0:50.128',4.840,-10.240
'0:50.130',4.830,-10.240
'0:50.132',4.820,-10.240
'0:50.134',4.830,-10.240
'0:50.136',4.835,-10.240
'0:50.138',4.835,-10.240
'0:50.140',4.830,-10.240
'0:50.142',4.830,-10.240
'0:50.144',4.830,-10.240
'0:50.146',4.845,-10.240
'0:50.148',4.825,-10.240
'0:50.150',4.820,-10.240
'0:50.152',4.820,-10.240
'0:50.154',4.830,-10.240
'0:50.156',4.835,-10.240
'0:50.158',4.820,-10.240
'0:50.160',4.835,-10.240
'0:50.162',4.825,-10.240
'0:50.164',4.850,-10.240
'0:50.166',4.820,-10.240
'0:50.168',4.815,-10.240
'0:50.170',4.830,-10.240
'0:50.172',4.825,-10.240
'0:50.174',4.830,-10.240
'0:50.176',4.835,-10.240
'0:50.178',4.830,-10.240
'0:50.180',4.840,-10.240
'0:50.182',4.840,-10.240
'0:50.184',4.810,-10.240
'0:50.186',4.815,-10.240
'0:50.188',4.825,-10.240
'0:50.190',4.835,-10.240
'0:50.192',4.835,-10.240
'0:50.194',4.840,-10.240
'0:50.196',4.830,-10.240
'0:50.198',4.810,-10.240
'0:50.200',4.830,-10.240
'0:50.202',4.825,-10.240
'0:50.204',4.825,-10.240
'0:50.206',4.825,-10.240
'0:50.208',4.845,-10.240
'0:50.210',4.835,-10.240
'0:50.212',4.835,-10.240
'0:50.214',4.835,-10.240
'0:50.216',4.835,-10.240
'0:50.218',4.820,-10.240
'0:50.220',4.820,-10.240
'0:50.222',4.815,-10.240
'0:50.224',4.830,-10.240
'0:50.226',4.830,-10.240
'0:50.228',4.830,-10.240
'0:50.230',4.840,-10.240
'0:50.232',4.865,-10.240
'0:50.234',4.840,-10.240
'0:50.236',4.825,-10.240
'0:50.238',4.810,-10.240
'0:50.240',4.810,-10.240
'0:50.242',4.820,-10.240
'0:50.244',4.820,-10.240
'0:50.246',4.820,-10.240
'0:50.248',4.855,-10.240
'0:50.250',4.845,-10.240
'0:50.252',4.840,-10.240
'0:50.254',4.830,-10.240
'0:50.256',4.820,-10.240
'0:50.258',4.825,-10.240
'0:50.260',4.810,-10.240
'0:50.262',4.810,-10.240
'0:50.264',4.840,-10.240
'0:50.266',4.840,-10.240
'0:50.268',4.840,-10.240
'0:50.270',4.835,-10.240
'0:50.272',4.830,-10.240
'0:50.274',4.830,-10.240
'0:50.276',4.840,-10.240
'0:50.278',4.820,-10.240
'0:50.280',4.820,-10.240
'0:50.282',4.830,-10.240
'0:50.284',4.835,-10.240
'0:50.286',4.835,-10.240
'0:50.288',4.825,-10.240
'0:50.290',4.830,-10.240
'0:50.292',4.850,-10.240
'0:50.294',4.840,-10.240
'0:50.296',4.825,-10.240
'0:50.298',4.820,-10.240
'0:50.300',4.830,-10.240
'0:50.302',4.825,-10.240
'0:50.304',4.830,-10.240
'0:50.306',4.850,-10.240
'0:50.308',4.840,-10.240
'0:50.310',4.830,-10.240
'0:50.312',4.830,-10.240
'0:50.314',4.830,-10.240
'0:50.316',4.820,-10.240
'0:50.318',4.820,-10.240
'0:50.320',4.835,-10.240
'0:50.322',4.835,-10.240
'0:50.324',4.830,-10.240
'0:50.326',4.830,-10.240
'0:50.328',4.825,-10.240
'0:50.330',4.835,-10.240
'0:50.332',4.815,-10.240
'0:50.334',4.825,-10.240
'0:50.336',4.830,-10.240
'0:50.338',4.825,-10.240
'0:50.340',4.830,-10.240
'0:50.342',4.845,-10.240
'0:50.344',4.835,-10.240
'0:50.346',4.820,-10.240
'0:50.348',4.820,-10.240
'0:50.350',4.825,-10.240
'0:50.352',4.835,-10.240
'0:50.354',4.830,-10.240
'0:50.356',4.815,-10.240
'0:50.358',4.850,-10.240
'0:50.360',4.835,-10.240
'0:50.362',4.830,-10.240
'0:50.364',4.835,-10.240
'0:50.366',4.820,-10.240
'0:50.368',4.835,-10.240
'0:50.370',4.825,-10.240
'0:50.372',4.815,-10.240
'0:50.374',4.845,-10.240
'0:50.376',4.835,-10.240
'0:50.378',4.840,-10.240
'0:50.380',4.850,-10.240
'0:50.382',4.835,-10.240
'0:50.384',4.835,-10.240
'0:50.386',4.825,-10.240
'0:50.388',4.810,-10.240
'0:50.390',4.830,-10.240
'0:50.392',4.825,-10.240
'0:50.394',4.835,-10.240
'0:50.396',4.835,-10.240
'0:50.398',4.835,-10.240
'0:50.400',4.855,-10.240
'0:50.402',4.840,-10.240
'0:50.404',4.815,-10.240
'0:50.406',4.815,-10.240
'0:50.408',4.815,-10.240
'0:50.410',4.820,-10.240
'0:50.412',4.830,-10.240
'0:50.414',4.850,-10.240
'0:50.416',4.850,-10.240
'0:50.418',4.845,-10.240
'0:50.420',4.835,-10.240
'0:50.422',4.820,-10.240
'0:50.424',4.830,-10.240
'0:50.426',4.810,-10.240
'0:50.428',4.815,-10.240
'0:50.430',4.840,-10.240
'0:50.432',4.840,-10.240
'0:50.434',4.845,-10.240
'0:50.436',4.840,-10.240
'0:50.438',4.830,-10.240
'0:50.440',4.850,-10.240
'0:50.442',4.820,-10.240
'0:50.444',4.810,-10.240
'0:50.446',4.825,-10.240
'0:50.448',4.830,-10.240
'0:50.450',4.835,-10.240
'0:50.452',4.835,-10.240
'0:50.454',4.830,-10.240
'0:50.456',4.850,-10.240
'0:50.458',4.835,-10.240
'0:50.460',4.825,-10.240
'0:50.462',4.830,-10.240
'0:50.464',4.825,-10.240
'0:50.466',4.835,-10.240
'0:50.468',4.830,-10.240
'0:50.470',4.840,-10.240
'0:50.472',4.835,-10.240
'0:50.474',4.830,-10.240
'0:50.476',4.835,-10.240
'0:50.478',4.825,-10.240
'0:50.480',4.835,-10.240
'0:50.482',4.820,-10.240
'0:50.484',4.820,-10.240
'0:50.486',4.840,-10.240
'0:50.488',4.830,-10.240
'0:50.490',4.835,-10.240
'0:50.492',4.830,-10.240
'0:50.494',4.835,-10.240
'0:50.496',4.855,-10.240
'0:50.498',4.825,-10.240
'0:50.500',4.815,-10.240
'0:50.502',4.830,-10.240
